,PITCHER,NAME,YEAR,Unnamed: 0,W,L,SV,IP,R,ER,PA,AB,H,HR,TB,BB,UBB,IBB,HBP,SO,PLAYERID,BASEBALLREFERENCECODE,WARP,TEAM
999,27253,Mike Paul,1970,8093,17,30,3,418.6673,209,186,1820,1612.0,443,37,648.0,157,137,20,12.0,267,27253,paulmi01,2.6395615,CHC
1000,27265,Harley Payne,1890,8100,30,36,0,557.0003,371,250,0,0.0,678,14,0.0,136,136,0,27.0,148,27265,payneha01,4.1000000000000005,BRO
1001,27275,George Pearce,1910,8106,36,27,1,510.3333,250,176,2184,0.0,445,8,0.0,217,217,0,10.0,260,27275,pearcge01,0.2,CHC
1002,27317,Herb Pennock,1910,8135,38,28,8,639.3340000000002,299,244,2616,0.0,619,12,0.0,235,235,0,14.0,293,27317,pennohe01,1.2999999999999998,BOS
1003,27317,Herb Pennock,1920,8136,163,112,20,2312.999,1038,883,9743,0.0,2485,87,0.0,556,556,0,21.0,731,27317,pennohe01,40.199999999999996,NYY
1004,27317,Herb Pennock,1930,8137,40,22,5,619.3330000000001,362,301,2737,0.0,796,29,0.0,125,125,0,1.0,203,27317,pennohe01,3.2,NYY
1005,27342,Harry Perkowski,1950,8154,32,39,5,666.6667,364,324,2865,270.0,686,62,121.0,307,303,4,7.0,291,27342,perkoha01,-1.8851028,CIN
1006,27347,Ron Perranoski,1960,8158,69,58,138,956.6667,327,271,4055,3551.0,860,37,1117.0,372,264,108,17.0,583,27347,perraro01,5.5088040000000005,LAD
1007,27347,Ron Perranoski,1970,8159,10,16,41,218.0001,115,93,967,836.0,237,13,311.0,96,83,13,7.0,104,27347,perraro01,-1.0954787,DET
1008,27359,Pat Perry,1980,8170,12,10,6,256.3334,105,95,1046,929.0,206,23,325.0,94,73,21,4.0,129,27359,perrypa02,1.4675461,STL
1009,27368,Gary Peters,1960,8180,91,78,3,1559.0008999999998,574,506,6436,5762.0,1339,102,1931.0,513,473,40,46.0,1097,27368,peterga01,26.075818100000006,CHW
1010,27368,Gary Peters,1970,8181,33,25,2,521.0002999999998,273,245,2265,2022.0,553,55,849.0,191,178,13,16.0,322,27368,peterga01,0.7153149999999999,BOS
1011,27380,Fritz Peterson,1960,8188,49,52,0,880.6659999999998,344,288,3534,3284.0,790,54,1139.0,155,120,35,13.0,463,27380,peterfr01,15.96693,NYY
1012,27380,Fritz Peterson,1970,8189,84,79,1,1337.6660000000002,603,525,5569,5200.0,1427,119,2062.0,271,231,40,29.0,552,27380,peterfr01,7.4356510999999985,NYY
1013,27383,Kent Peterson,1940,8191,12,33,3,356.6663,210,188,1584,0.0,368,26,0.0,167,167,0,13.0,170,27383,peterke01,1.9000000000000001,CIN
1014,27394,Leon Pettit,1930,8201,8,6,3,113.0,70,65,522,0.0,135,7,0.0,62,62,0,4.0,45,27394,pettile01,0.7,PHI
1015,27397,Jesse Petty,1920,8205,65,69,3,1127.667,544,443,4793,0.0,1168,67,0.0,277,277,0,14.0,373,27397,pettyje01,17.700000000000003,BRO
1016,27405,Jack Pfiester,1900,8215,64,37,0,933.334,312,205,3695,0.0,753,6,0.0,249,249,0,36.0,454,27405,pfiesja01,9.6,CHC
1017,27405,Jack Pfiester,1910,8216,7,7,0,133.9997,53,35,541,0.0,116,0,0.0,44,44,0,3.0,49,27405,pfiesja01,1.5000000000000002,CHC
1018,27435,Taylor Phillips,1950,8230,16,21,6,410.6664,222,206,1810,1562.0,423,38,626.0,194,175,19,20.0,214,27435,phillta01,-2.4571470000000004,CHC
1019,27440,Wiley Piatt,1890,8239,47,29,0,611.0,329,225,0,0.0,608,8,0.0,183,183,0,42.0,210,27440,piattwi01,7.0,PHI
1020,27440,Wiley Piatt,1900,8240,39,50,1,779.3340000000002,497,331,773,0.0,873,18,0.0,272,272,0,36.0,307,27440,piattwi01,1.6,CHW
1021,27458,Billy Pierce,1940,8250,10,15,0,237.0003,131,115,1064,0.0,198,17,0.0,173,173,0,2.0,141,27458,piercbi02,1.0,DET
1022,27458,Billy Pierce,1950,8251,155,121,16,2382.9990000000007,898,809,9786,5224.0,2107,189,1877.0,840,813,27,23.0,1487,27458,piercbi02,59.28974,CHW
1023,27458,Billy Pierce,1960,8252,46,33,16,686.6659999999998,296,277,2850,2632.0,684,78,1044.0,165,157,8,5.0,371,27458,piercbi02,11.776522,SFG
1024,27463,Ray Pierce,1920,8254,7,11,0,182.0,144,114,861,0.0,269,12,0.0,63,63,0,2.0,38,27463,piercra01,-0.6000000000000001,PHI
1025,27503,Skip Pitlock,1970,8283,8,8,1,192.667,106,97,868,739.0,196,20,310.0,103,97,6,11.0,124,27503,pitlosk01,-0.410841,CHW
1026,27511,Juan Pizarro,1950,8286,17,12,1,329.6670000000001,155,136,1398,1198.0,291,41,463.0,168,163,5,13.0,278,27511,pizarju01,5.9224299999999985,MLN
1027,27511,Juan Pizarro,1960,8287,100,78,25,1477.0011,622,540,6270,5520.0,1302,137,1978.0,616,567,49,22.0,1119,27511,pizarju01,21.241664,CHW
1028,27511,Juan Pizarro,1970,8288,14,15,2,227.6663,113,100,990,859.0,214,23,324.0,104,91,13,6.0,125,27511,pizarju01,-2.0255613,CHC
1029,27515,Eddie Plank,1900,8293,186,121,1,2666.001,955,716,1984,0.0,2360,26,0.0,599,599,0,140.0,1342,27515,planked01,56.5,PHA
1030,27515,Eddie Plank,1910,8294,140,73,22,1829.6670000000001,611,458,7158,0.0,1598,16,0.0,473,473,0,50.0,904,27515,planked01,31.3,PHA
1031,27520,Bill Pleis,1960,8295,21,16,13,280.6666,148,127,1235,1069.0,269,31,415.0,126,109,17,6.0,184,27520,pleisbi01,0.13197500000000012,MIN
1032,27532,Johnny Podres,1950,8304,68,54,4,1027.333,472,430,4339,2880.0,1001,105,1130.0,370,352,18,12.0,672,27532,podrejo01,11.560181,BRO
1033,27532,Johnny Podres,1960,8305,80,62,7,1237.6677,554,495,5232,4756.0,1238,137,1896.0,373,321,52,16.0,763,27532,podrejo01,13.350915099999998,LAD
1034,27547,Howie Pollet,1940,8313,83,49,8,1156.9989999999998,449,385,4875,0.0,1107,52,0.0,397,397,0,17.0,508,27547,polleho01,24.099999999999998,STL
1035,27547,Howie Pollet,1950,8314,48,67,12,950.3326,508,436,3886,1116.0,989,94,456.0,348,344,4,6.0,426,27547,polleho01,-1.8650420000000003,PIT
1036,27642,Joe Price,1980,8366,42,45,13,840.6668,379,341,3549,3162.0,777,87,1217.0,313,274,39,9.0,603,27642,pricejo02,14.162281,CIN
1037,27648,Ray Prim,1940,8373,19,14,4,248.6663,99,76,1022,0.0,237,16,0.0,47,47,0,1.0,125,27648,primra01,3.7,CHC
1038,27661,Hub Pruett,1920,8382,23,39,10,546.3333,343,275,2490,0.0,588,13,0.0,303,303,0,27.0,281,27661,pruethu01,2.6000000000000005,SLB
1039,27661,Hub Pruett,1930,8383,6,9,3,198.667,125,108,901,0.0,228,14,0.0,93,93,0,10.0,76,27661,pruethu01,-0.09999999999999998,BSN
1040,27685,Ambrose Puttmann,1900,8396,8,9,1,173.3333,93,69,87,0.0,158,4,0.0,67,67,0,8.0,85,27685,puttmam01,-0.2,NYY
1041,27688,Ewald Pyle,1940,8399,11,19,1,262.0,158,139,1183,0.0,260,13,0.0,139,139,0,7.0,117,27688,pyleew01,-1.9,NYG
1042,27743,Ken Raffensberger,1940,8434,65,89,10,1231.6673,576,490,5222,0.0,1290,85,0.0,290,290,0,9.0,492,27743,raffeke01,17.7,PHI
1043,27743,Ken Raffensberger,1950,8435,54,65,6,919.0003,417,370,3824,973.0,965,106,433.0,159,159,0,10.0,313,27743,raffeke01,10.546281999999998,CIN
1044,27776,Toad Ramsey,1880,8460,90,107,0,1752.0,1152,626,5229,0.0,1616,30,0.0,569,569,0,43.0,1258,27776,ramseto01,16.900000000000002,LOU
1045,27776,Toad Ramsey,1890,8461,23,17,0,348.667,221,143,0,0.0,325,10,0.0,102,102,0,8.0,257,27776,ramseto01,4.2,STL
1046,27797,Doug Rau,1970,8471,80,58,3,1250.6664,502,459,5270,4760.0,1245,97,1801.0,378,364,14,28.0,694,27797,raudo01,14.9967248,LAD
1047,27801,Lance Rautzhan,1970,8474,6,4,7,94.6667,44,41,414,355.0,98,1,114.0,47,41,6,2.0,45,27801,rautzla01,0.7213758000000001,LAD
1048,27802,Shane Rawley,1970,8475,9,18,15,195.6663,97,87,847,730.0,202,9,277.0,91,83,8,6.0,114,27802,rawlesh01,-1.144028,SEA
1049,27802,Shane Rawley,1980,8476,102,100,25,1675.6673,820,749,7215,6409.0,1732,144,2566.0,643,587,56,22.0,877,27802,rawlesh01,1.4692929999999995,PHI
1050,27885,Art Reinhart,1920,8518,30,18,3,444.667,222,178,1907,0.0,470,20,0.0,157,157,0,7.0,79,27885,reinhar01,4.0,STL
1051,27927,Jerry Reuss,1970,8548,114,108,6,1966.9987,942,828,8459,7513.0,2000,121,2728.0,742,676,66,34.0,1141,27927,reussje01,17.23438227,PIT
1052,27927,Jerry Reuss,1980,8549,105,83,5,1688.001,755,652,7035,6507.0,1724,123,2412.0,379,328,51,23.0,762,27927,reussje01,20.529066000000004,LAD
1053,27942,Ken Reynolds,1970,8559,7,29,1,375.6659,203,186,1636,1399.0,370,29,571.0,196,183,13,8.0,197,27942,reynoke01,-5.3263889,PHI
1054,27982,Gordie Richardson,1960,8583,6,6,4,118.0,64,53,484,433.0,105,14,184.0,37,34,3,3.0,86,27982,richago01,1.0502699999999998,NYM
1055,27991,Pete Richert,1960,8587,63,59,20,939.9996,386,348,3883,3486.0,786,99,1269.0,326,303,23,12.0,742,27991,richepe01,16.24314,BAL
1056,27991,Pete Richert,1970,8588,17,14,31,225.6666,77,65,930,807.0,173,17,265.0,98,75,23,4.0,183,27991,richepe01,2.345342,BAL
1057,27997,Lee Richmond,1880,8593,74,100,3,1574.0,1012,536,6785,0.0,1759,27,0.0,268,268,0,2.0,541,27997,richmle01,11.4,WOR
1058,28064,Eppa Rixey,1910,8626,76,81,4,1319.6670000000001,545,394,5452,0.0,1230,15,0.0,410,410,0,28.0,581,28064,rixeyep01,14.200000000000001,PHI
1059,28064,Eppa Rixey,1920,8627,166,142,10,2678.3320000000003,1169,964,11150,0.0,2827,59,0.0,567,567,0,37.0,686,28064,rixeyep01,40.1,CIN
1060,28064,Eppa Rixey,1930,8628,24,28,0,496.66730000000007,272,214,2152,0.0,576,19,0.0,105,105,0,11.0,83,28064,rixeyep01,2.9,CIN
1061,28081,Dave Roberts,1970,8637,101,115,11,1952.3327,884,800,8225,7465.0,2009,138,2857.0,563,490,73,27.0,880,28081,roberda05,-0.26655099999999976,HOU
1062,28116,Hank Robinson,1910,8656,42,37,2,701.3330000000001,269,197,2832,0.0,646,7,0.0,159,159,0,32.0,238,28116,robinha01,9.0,PIT
1063,28159,Preacher Roe,1940,8682,61,61,9,1024.667,431,381,4243,0.0,1006,81,0.0,270,270,0,9.0,518,28159,roepr01,20.400000000000002,PIT
1064,28159,Preacher Roe,1950,8683,66,23,1,887.0010000000001,364,345,3645,954.0,895,118,399.0,232,232,0,8.0,437,28159,roepr01,8.690789500000001,BRO
1065,28179,Garry Roggenburk,1960,8698,6,9,7,125.9999,67,51,568,483.0,132,15,197.0,64,59,5,7.0,56,28179,roggega01,-1.7310400000000001,BOS
1066,28192,Jim Roland,1960,8705,15,10,6,331.0,134,114,1408,1199.0,256,24,376.0,169,153,16,12.0,199,28192,rolanji01,-0.9010048,MIN
1067,28218,Jim Rooker,1970,8723,97,91,7,1629.3339999999996,725,621,6896,6125.0,1538,115,2225.0,617,565,52,17.0,856,28218,rookeji01,14.362894,PIT
1068,28251,Buster Ross,1920,8739,7,12,1,190.3333,142,106,872,0.0,233,12,0.0,74,74,0,5.0,31,28251,rossbu01,0.39999999999999997,BOS
1069,28302,Dave Rucker,1980,8771,16,20,1,319.6666,164,140,1406,1222.0,337,19,475.0,147,132,15,8.0,170,28302,ruckeda01,-0.4540183,DET
1070,28304,Nap Rucker,1900,8772,45,51,2,917.999,296,217,3570,0.0,752,10,0.0,306,306,0,41.0,531,28304,ruckena01,17.1,BRO
1071,28304,Nap Rucker,1910,8773,89,83,12,1457.3342999999998,527,422,5871,0.0,1337,31,0.0,395,395,0,32.0,686,28304,ruckena01,30.099999999999998,BRO
1072,28308,Don Rudolph,1960,8777,16,32,1,420.9993,218,191,1785,1650.0,458,51,709.0,90,80,10,9.0,170,28308,rudoldo01,-1.7008929,WSA
1073,28313,Dutch Ruether,1910,8779,22,9,0,324.6670000000001,107,76,1337,0.0,285,1,0.0,112,112,0,13.0,123,28313,ruethdu01,4.2,CIN
1074,28313,Dutch Ruether,1920,8780,115,86,8,1799.9990000000007,882,750,7825,0.0,1959,53,0.0,627,627,0,53.0,585,28313,ruethdu01,19.000000000000004,BRO
1075,28327,Scott Ruskin,1990,8793,11,9,8,193.6668,92,85,853,736.0,191,15,279.0,90,78,12,6.0,146,28327,ruskisc01,3.4964065000000004,CIN
1076,28338,Reb Russell,1910,8803,80,59,13,1291.6660000000002,453,335,5021,0.0,1128,7,0.0,267,267,0,18.0,495,28338,russere01,22.5,CHW
1077,28340,Marius Russo,1930,8804,8,3,2,116.0,37,31,462,0.0,86,6,0.0,41,41,0,1.0,55,28340,russoma01,3.0,NYY
1078,28340,Marius Russo,1940,8805,37,31,3,564.6669999999999,241,206,2376,0.0,532,35,0.0,212,212,0,5.0,256,28340,russoma01,5.1,NYY
1079,28343,Babe Ruth,1910,8807,89,46,4,1190.333,378,290,4749,0.0,934,9,0.0,425,425,0,29.0,483,28343,ruthba01,20.5,BOS
1080,28357,Jimmy Ryan,1880,8819,6,1,1,106.66660000000002,78,46,454,0.0,119,8,0.0,42,42,0,6.0,40,28357,ryanji01,0.0,CHC
1081,28371,Ray Sadecki,1960,8833,99,103,4,1777.6660000000004,884,773,7613,6773.0,1755,185,2668.0,662,618,44,25.0,1174,28371,sadecra01,5.989033,STL
1082,28371,Ray Sadecki,1970,8834,36,28,3,722.6669999999999,322,278,3081,2735.0,701,55,1049.0,260,222,38,16.0,440,28371,sadecra01,5.8988448,NYM
1083,28392,Slim Sallee,1900,8845,13,19,0,347.6670000000001,172,104,1474,0.0,367,4,0.0,95,95,0,8.0,94,28392,sallesl01,0.1,STL
1084,28392,Slim Sallee,1910,8846,149,114,32,2244.667,808,615,9048,0.0,2102,53,0.0,448,448,0,33.0,704,28392,sallesl01,34.900000000000006,STL
1085,28392,Slim Sallee,1920,8847,12,10,4,229.3333,112,85,954,0.0,260,11,0.0,30,30,0,2.0,38,28392,sallesl01,-0.10000000000000003,NYG
1086,28399,Joe Sambito,1970,8854,20,23,41,321.6666,107,92,1310,1185.0,287,23,410.0,93,79,14,4.0,272,28399,sambijo01,7.6139470000000005,HOU
1087,28399,Joe Sambito,1980,8855,17,15,43,307.3335,134,120,1278,1147.0,275,25,414.0,102,84,18,6.0,217,28399,sambijo01,5.972339099999999,HOU
1088,28448,Kevin Saucier,1980,8884,14,6,18,139.3333,47,42,569,478.0,111,3,142.0,70,55,15,11.0,71,28448,saucike01,-0.7092407999999999,DET
1089,28484,Mac Scarce,1970,8905,6,19,21,209.6667,96,86,913,763.0,192,20,286.0,117,94,23,8.0,164,28484,scarcma01,0.7057791,PHI
1090,28501,Art Schallock,1950,8915,6,7,1,170.33319999999995,98,76,781,325.0,199,11,118.0,91,88,3,5.0,77,28501,schalar01,1.1438905000000001,NYY
1091,28511,Dan Schatzeder,1970,8921,19,13,1,327.3337,117,106,1356,1190.0,260,27,397.0,140,133,7,3.0,189,28511,schatda01,3.9007739999999997,MON
1092,28511,Dan Schatzeder,1980,8922,49,52,9,913.3333,468,418,3893,3498.0,920,99,1443.0,305,253,52,20.0,516,28511,schatda01,9.5072166,MON
1093,28535,Fred Scherman,1970,8937,32,26,39,532.3333,245,215,2313,1986.0,516,44,759.0,245,205,40,30.0,294,28535,scherfr01,-2.9159907000000005,DET
1094,28536,Bill Scherrer,1980,8938,8,10,11,311.3333,154,141,1353,1179.0,307,31,470.0,140,111,29,2.0,207,28536,scherbi01,3.0183578200000007,CIN
1095,28567,Crazy Schmit,1890,8955,7,34,0,338.6663,338,214,0,0.0,439,7,0.0,169,169,0,26.0,91,28567,schmicr01,-4.1,BLN
1096,28568,Johnny Schmitz,1940,8957,58,62,12,987.6664,423,346,4166,0.0,888,39,0.0,417,417,0,12.0,469,28568,schmijo01,17.6,CHC
1097,28568,Johnny Schmitz,1950,8958,35,52,7,824.9996,418,368,3515,1494.0,878,58,629.0,340,335,5,23.0,277,28568,schmijo01,2.5386029999999997,WSH
1098,28608,Bob Schultz,1950,8980,9,13,0,183.00000000000003,117,105,845,6.0,179,17,3.0,125,125,0,7.0,67,28608,schulbo01,-2.887709,CHC
1099,28609,Buddy Schultz,1970,8981,15,9,12,240.0,108,98,1015,901.0,232,21,345.0,88,75,13,0.0,193,28609,schulbu01,4.5808960999999995,STL
1100,28617,Al Schulz,1910,8985,47,63,4,933.3333,440,344,3864,0.0,867,19,0.0,409,409,0,20.0,445,28617,schulal01,4.6,NYY
1101,28641,Herb Score,1950,9001,49,34,3,714.3330000000001,288,252,3052,2546.0,490,65,786.0,458,452,6,5.0,742,28641,scorehe01,20.228574,CLE
1102,28641,Herb Score,1960,9002,6,12,0,144.0003,76,68,652,511.0,119,14,185.0,115,114,1,2.0,95,28641,scorehe01,-1.5823492000000001,CHW
1103,28657,Mickey Scott,1970,9012,8,7,4,172.0,89,71,732,651.0,177,18,261.0,50,39,11,4.0,70,28657,scottmi02,1.149938,CAL
1104,28666,Rod Scurry,1980,9017,19,32,39,460.667,190,166,2023,1695.0,384,31,588.0,274,245,29,19.0,431,28666,scurrro01,7.048392,PIT
1105,28669,Ray Searage,1980,9021,10,13,11,255.3334,109,102,1106,953.0,237,21,353.0,127,104,23,3.0,174,28669,searara01,1.0275964000000002,MIL
1106,28673,Tom Seats,1940,9026,12,9,1,177.3337,114,88,788,0.0,194,12,0.0,58,58,0,5.0,69,28673,seatsto01,-0.1,BRO
1107,28735,Cy Seymour,1890,9072,59,55,1,982.0003,575,386,0,0.0,892,21,0.0,602,602,0,76.0,570,28735,seymocy01,10.2,NYG
1108,28763,Bobby Shantz,1940,9080,6,8,2,127.0,50,48,537,0.0,100,9,0.0,74,74,0,3.0,58,28763,shantbo01,2.1,PHA
1109,28763,Bobby Shantz,1950,9081,88,71,17,1433.3337,628,563,5773,2983.0,1380,113,1131.0,458,430,28,29.0,726,28763,shantbo01,20.447978699999997,PHA
1110,28763,Bobby Shantz,1960,9082,25,20,29,375.3333,139,115,1535,1373.0,315,29,475.0,111,86,25,9.0,288,28763,shantbo01,6.591539999999999,STL
1111,28771,Joe Shaute,1920,9085,78,88,11,1442.3337,807,652,6236,0.0,1636,54,0.0,443,443,0,20.0,400,28771,shautjo01,15.6,CLE
1112,28771,Joe Shaute,1930,9086,21,21,7,376.0,236,186,1665,0.0,461,22,0.0,91,91,0,4.0,112,28771,shautjo01,-1.3,BRO
1113,28777,Don Shaw,1960,9090,6,10,4,129.3333,63,56,544,458.0,104,15,170.0,65,55,10,2.0,100,28777,shawdo01,0.14860999999999994,NYM
1114,28777,Don Shaw,1970,9091,7,4,2,59.3333,32,28,272,226.0,62,4,82.0,36,30,6,1.0,23,28777,shawdo01,-1.2326701,STL
1115,28778,Dupee Shaw,1880,9092,83,121,0,1762.0,1050,607,6309,0.0,1710,41,0.0,396,396,0,3.0,950,28778,shawdu01,18.799999999999997,WHS
1116,28812,Jim Shellenback,1970,9116,11,22,1,326.33309999999994,162,138,1393,1231.0,316,28,465.0,133,124,9,6.0,154,28812,shellji01,-0.4999231,TEX
1117,28821,Bill Sherdel,1910,9118,11,21,1,319.666,144,108,1311,0.0,311,6,0.0,91,91,0,5.0,92,28821,sherdbi01,-0.09999999999999998,STL
1118,28821,Bill Sherdel,1920,9119,139,108,24,2061.334,999,848,8853,0.0,2317,116,0.0,490,490,0,45.0,657,28821,sherdbi01,24.8,STL
1119,28821,Bill Sherdel,1930,9120,15,17,1,328.3334,183,164,1440,0.0,390,28,0.0,80,80,0,4.0,90,28821,sherdbi01,3.5,BSN
1120,28841,Charlie Shields,1900,9131,7,13,1,178.9997,129,85,36,0.0,250,8,0.0,46,46,0,4.0,35,28841,shielch01,0.19999999999999996,BLA
1121,28859,Bob Shirley,1970,9142,28,45,5,585.0,271,233,2499,2220.0,575,47,847.0,220,187,33,13.0,365,28859,shirlbo01,5.93647,SDP
1122,28859,Bob Shirley,1980,9143,39,49,13,846.9996,418,375,3607,3196.0,857,80,1311.0,323,284,39,7.0,425,28859,shirlbo01,1.6708790999999998,NYY
1123,28868,Milt Shoffner,1930,9150,22,23,3,478.0004,268,235,2120,0.0,545,27,0.0,174,174,0,9.0,148,28868,shoffmi01,2.8,BSN
1124,28878,Chris Short,1960,9159,115,96,13,1843.666,739,653,7686,6908.0,1693,137,2536.0,615,555,60,49.0,1329,28878,shortch02,21.62185957,PHI
1125,28878,Chris Short,1970,9160,20,36,5,467.0,239,220,2044,1818.0,503,43,733.0,181,167,14,11.0,292,28878,shortch02,-1.468061,PHI
1126,28882,Clyde Shoun,1930,9161,17,14,10,330.333,184,165,1470,0.0,363,23,0.0,141,141,0,3.0,136,28882,shouncl01,1.7,CHC
1127,28882,Clyde Shoun,1940,9162,56,45,19,956.6667,447,394,3996,0.0,962,58,0.0,263,263,0,7.0,347,28882,shouncl01,6.699999999999999,CIN
1128,28904,Ed Siever,1900,9174,83,82,2,1507.0006999999996,674,435,258,0.0,1550,24,0.0,311,311,0,39.0,470,28904,sieveed01,20.699999999999996,DET
1129,28920,Al Sima,1950,9177,11,21,4,308.6666,187,158,1375,306.0,343,31,132.0,132,132,0,4.0,111,28920,simaal01,0.8864725,WSH
1130,28922,Curt Simmons,1940,9178,12,23,1,310.333,183,160,1346,0.0,307,15,0.0,169,169,0,3.0,178,28922,simmocu01,0.9,PHI
1131,28922,Curt Simmons,1950,9179,103,87,3,1625.3329999999999,728,621,6756,3488.0,1545,117,1363.0,543,519,24,23.0,870,28922,simmocu01,17.628498999999998,PHI
1132,28922,Curt Simmons,1960,9180,78,73,1,1412.668,640,537,5948,5471.0,1461,123,2154.0,351,313,38,27.0,649,28922,simmocu01,-3.442699999999999,STL
1133,28975,John Skopec,1900,9208,8,5,0,107.6666,61,39,0,0.0,108,1,0.0,58,58,0,10.0,38,28975,skopejo01,0.4,CHW
1134,28996,Lou Sleater,1950,9221,12,18,5,300.6667,181,157,1346,566.0,306,32,246.0,172,156,16,8.0,152,28996,sleatlo01,-0.9690016999999996,SLB
1135,29014,Al Smith,1930,9226,33,34,13,580.6664,326,271,2495,0.0,629,40,0.0,197,197,0,15.0,249,29014,smithal03,0.7000000000000001,NYG
1136,29014,Al Smith,1940,9227,66,67,4,1081.667,501,417,4617,0.0,1078,54,0.0,390,390,0,17.0,338,29014,smithal03,5.4,CLE
1137,29054,Eddie Smith,1930,9253,18,39,9,526.6669999999999,299,252,2331,0.0,519,45,0.0,266,266,0,12.0,234,29054,smithed04,8.8,PHA
1138,29054,Eddie Smith,1940,9254,55,74,3,1068.9993,517,426,4642,0.0,1035,63,0.0,473,473,0,21.0,460,29054,smithed04,7.999999999999998,CHW
1139,29057,Elmer Smith,1880,9257,69,50,0,1071.3327000000004,616,392,2189,0.0,1019,18,0.0,360,360,0,38.0,474,29057,smithel01,13.100000000000001,CIN
1140,29057,Elmer Smith,1890,9258,6,7,0,139.0,98,58,0,0.0,148,2,0.0,62,62,0,2.0,51,29057,smithel01,-0.6,PIT
1141,29108,Phenomenal Smith,1880,9279,44,58,0,902.333,637,385,2453,0.0,909,14,0.0,369,369,0,44.0,420,29108,smithph01,1.6,PHA
1142,29108,Phenomenal Smith,1890,9280,10,16,0,267.0,165,121,0,0.0,268,6,0.0,110,110,0,9.0,99,29108,smithph01,3.5,PHI
1143,29120,Sherry Smith,1910,9287,47,42,8,781.6667,321,235,3187,0.0,763,16,0.0,169,169,0,14.0,220,29120,smithsh01,6.6,BRO
1144,29120,Sherry Smith,1920,9288,67,76,13,1270.9990000000005,643,522,5460,0.0,1471,41,0.0,271,271,0,28.0,208,29120,smithsh01,17.9,CLE
1145,29186,Don Songer,1920,9313,10,14,4,202.333,106,76,904,0.0,204,10,0.0,98,98,0,13.0,44,29186,songedo01,1.4,PIT
1146,29201,John Sowders,1880,9327,6,16,1,188.0,194,106,27,0.0,215,9,0.0,110,110,0,7.0,104,29201,sowdejo01,-2.1,IND
1147,29201,John Sowders,1890,9328,19,16,0,309.0,233,131,0,0.0,358,3,0.0,161,161,0,11.0,91,29201,sowdejo01,3.3,BWW
1148,29204,Warren Spahn,1940,9331,65,41,5,990.3337,388,335,4089,0.0,897,67,0.0,294,294,0,6.0,462,29204,spahnwa01,20.200000000000003,BSN
1149,29204,Warren Spahn,1950,9332,202,131,18,2822.667,1022,915,11175,5944.0,2540,222,2123.0,790,754,36,20.0,1464,29204,spahnwa01,62.015919999999994,MLN
1150,29204,Warren Spahn,1960,9333,96,73,6,1430.668,606,548,5903,5429.0,1393,145,2114.0,350,326,24,16.0,657,29204,spahnwa01,12.456779999999998,MLN
1151,29246,Paul Splittorff,1970,9359,123,106,1,1905.6667,904,776,8054,7273.0,1925,137,2781.0,595,562,33,28.0,817,29246,splitpa01,3.9259234,KCR
1152,29246,Paul Splittorff,1980,9360,43,37,0,649.0,339,306,2777,2530.0,719,55,1042.0,185,177,8,6.0,240,29246,splitpa01,0.838815,KCR
1153,29250,Karl Spooner,1950,9362,10,6,2,116.6667,50,40,488,368.0,86,8,121.0,47,46,1,5.0,105,29250,spoonka01,2.829419,BRO
1154,29253,Charlie Sprague,1890,9365,9,5,0,122.667,83,53,0,0.0,111,0,0.0,78,78,0,18.0,59,29253,spragch01,0.3,TOL
1155,29257,Jack Spring,1960,9369,12,4,8,175.3333,93,75,762,663.0,177,18,272.0,70,55,15,5.0,81,29257,sprinja01,-0.29436169999999995,LAA
1156,29340,Bob Steele,1910,9419,16,38,3,487.667,219,165,2033,0.0,450,10,0.0,144,144,0,13.0,217,29340,steelbo01,1.6,NYG
1157,29405,Lefty Stewart,1920,9448,24,26,5,457.001,243,214,1965,0.0,517,24,0.0,129,129,0,8.0,119,29405,stewale01,5.7,SLB
1158,29405,Lefty Stewart,1930,9449,77,72,3,1265.0007,689,588,5437,0.0,1378,94,0.0,369,369,0,10.0,384,29405,stewale01,18.5,SLB
1159,29415,Dick Stigman,1960,9459,46,54,16,922.6673,442,413,3930,3460.0,819,133,1381.0,406,384,22,8.0,755,29415,stigmdi01,11.930178000000002,MIN
1160,29428,Chuck Stobbs,1940,9467,11,7,0,168.0,83,79,733,0.0,164,10,0.0,92,92,0,2.0,79,29428,stobbch01,1.4000000000000001,BOS
1161,29428,Chuck Stobbs,1950,9468,82,113,15,1588.3331,856,756,6897,3685.0,1668,153,1605.0,590,566,24,28.0,729,29428,stobbch01,12.575078500000002,WSH
1162,29428,Chuck Stobbs,1960,9469,14,10,4,163.9997,91,81,713,637.0,171,21,270.0,53,47,6,5.0,89,29428,stobbch01,-0.0056310000000000535,MIN
1163,29440,Dean Stone,1950,9478,24,35,6,584.0002999999998,349,293,2618,1507.0,593,40,600.0,334,324,10,11.0,314,29440,stonede01,1.1883920000000001,WSH
1164,29445,George Stone,1960,9482,20,14,3,247.6663,113,94,1038,952.0,237,29,368.0,68,59,9,5.0,159,29445,stonege02,1.2646627,ATL
1165,29445,George Stone,1970,9483,40,43,2,773.0,411,347,3356,3063.0,882,93,1332.0,202,170,32,16.0,431,29445,stonege02,1.7027479999999997,ATL
1166,29476,Paul Strand,1910,9508,7,3,1,95.0,44,25,393,0.0,95,2,0.0,38,38,0,1.0,52,29476,stranpa01,0.3,BSN
